2017-01-27 14:44:41 [compare_jaccard] [INFO ]  [** COMPUTING JACCARD INDICES **]
2017-01-27 14:44:44 [compare_jaccard] [INFO ]  [1/306] Calculating Jaccard index for [0.0, 0.1] in analyses/RWR/rwr_all_weights.tif and, [0.0, 0.1] in analyses/zonation/priocomp/04_abf_all_wgt/04_abf_all_wgt_out/04_abf_all_wgt.rank.compressed.tif
2017-01-27 14:47:52 [compare_jaccard] [INFO ]  [104/306] Calculating Jaccard index for [0.0, 0.1] in analyses/zonation/priocomp/08_abf_es/08_abf_es_out/08_abf_es.rank.compressed.tif and, [0.0, 0.1] in analyses/zonation/priocomp/12_abf_bd/12_abf_bd_out/12_abf_bd.rank.compressed.tif
2017-01-27 14:47:54 [compare_jaccard] [INFO ]  [105/306] Calculating Jaccard index for [0.0, 0.1] in analyses/zonation/priocomp/08_abf_es/08_abf_es_out/08_abf_es.rank.compressed.tif and, [0.0, 0.1] in analyses/ILP/ilp_bd.tif
2017-01-27 14:47:55 [compare_jaccard] [INFO ]  [106/306] Calculating Jaccard index for [0.0, 0.1] in analyses/zonation/priocomp/08_abf_es/08_abf_es_out/08_abf_es.rank.compressed.tif and, [0.0, 0.1] in analyses/RWR/rwr_bd_costs.tif
2017-01-27 14:47:57 [compare_jaccard] [INFO ]  [107/306] Calculating Jaccard index for [0.0, 0.1] in analyses/zonation/priocomp/08_abf_es/08_abf_es_out/08_abf_es.rank.compressed.tif and, [0.0, 0.1] in analyses/zonation/priocomp/14_abf_bd_cst/14_abf_bd_cst_out/14_abf_bd_cst.rank.compressed.tif
2017-01-27 14:47:59 [compare_jaccard] [INFO ]  [108/306] Calculating Jaccard index for [0.0, 0.1] in analyses/zonation/priocomp/08_abf_es/08_abf_es_out/08_abf_es.rank.compressed.tif and, [0.0, 0.1] in analyses/ILP/ilp_bd_costs.tif
2017-01-27 14:48:02 [compare_jaccard] [INFO ]  [109/306] Calculating Jaccard index for [0.0, 0.1] in analyses/ILP/ilp_es.tif and, [0.0, 0.1] in analyses/RWR/rwr_es_costs.tif
2017-01-27 14:48:04 [compare_jaccard] [INFO ]  [110/306] Calculating Jaccard index for [0.0, 0.1] in analyses/ILP/ilp_es.tif and, [0.0, 0.1] in analyses/zonation/priocomp/10_abf_es_cst/10_abf_es_cst_out/10_abf_es_cst.rank.compressed.tif
2017-01-27 14:48:05 [compare_jaccard] [INFO ]  [111/306] Calculating Jaccard index for [0.0, 0.1] in analyses/ILP/ilp_es.tif and, [0.0, 0.1] in analyses/ILP/ilp_es_costs.tif
2017-01-27 14:48:07 [compare_jaccard] [INFO ]  [112/306] Calculating Jaccard index for [0.0, 0.1] in analyses/ILP/ilp_es.tif and, [0.0, 0.1] in analyses/RWR/rwr_bd.tif
2017-01-27 14:48:09 [compare_jaccard] [INFO ]  [113/306] Calculating Jaccard index for [0.0, 0.1] in analyses/ILP/ilp_es.tif and, [0.0, 0.1] in analyses/zonation/priocomp/12_abf_bd/12_abf_bd_out/12_abf_bd.rank.compressed.tif
2017-01-27 14:48:11 [compare_jaccard] [INFO ]  [114/306] Calculating Jaccard index for [0.0, 0.1] in analyses/ILP/ilp_es.tif and, [0.0, 0.1] in analyses/ILP/ilp_bd.tif
2017-01-27 14:48:13 [compare_jaccard] [INFO ]  [115/306] Calculating Jaccard index for [0.0, 0.1] in analyses/ILP/ilp_es.tif and, [0.0, 0.1] in analyses/RWR/rwr_bd_costs.tif
2017-01-27 14:48:15 [compare_jaccard] [INFO ]  [116/306] Calculating Jaccard index for [0.0, 0.1] in analyses/ILP/ilp_es.tif and, [0.0, 0.1] in analyses/zonation/priocomp/14_abf_bd_cst/14_abf_bd_cst_out/14_abf_bd_cst.rank.compressed.tif
2017-01-27 14:48:17 [compare_jaccard] [INFO ]  [117/306] Calculating Jaccard index for [0.0, 0.1] in analyses/ILP/ilp_es.tif and, [0.0, 0.1] in analyses/ILP/ilp_bd_costs.tif
2017-01-27 14:48:20 [compare_jaccard] [INFO ]  [118/306] Calculating Jaccard index for [0.0, 0.1] in analyses/RWR/rwr_es_costs.tif and, [0.0, 0.1] in analyses/zonation/priocomp/10_abf_es_cst/10_abf_es_cst_out/10_abf_es_cst.rank.compressed.tif
2017-01-27 14:48:22 [compare_jaccard] [INFO ]  [119/306] Calculating Jaccard index for [0.0, 0.1] in analyses/RWR/rwr_es_costs.tif and, [0.0, 0.1] in analyses/ILP/ilp_es_costs.tif
2017-01-27 14:48:24 [compare_jaccard] [INFO ]  [120/306] Calculating Jaccard index for [0.0, 0.1] in analyses/RWR/rwr_es_costs.tif and, [0.0, 0.1] in analyses/RWR/rwr_bd.tif
2017-01-27 14:48:26 [compare_jaccard] [INFO ]  [121/306] Calculating Jaccard index for [0.0, 0.1] in analyses/RWR/rwr_es_costs.tif and, [0.0, 0.1] in analyses/zonation/priocomp/12_abf_bd/12_abf_bd_out/12_abf_bd.rank.compressed.tif
2017-01-27 14:48:28 [compare_jaccard] [INFO ]  [122/306] Calculating Jaccard index for [0.0, 0.1] in analyses/RWR/rwr_es_costs.tif and, [0.0, 0.1] in analyses/ILP/ilp_bd.tif
2017-01-27 14:48:30 [compare_jaccard] [INFO ]  [123/306] Calculating Jaccard index for [0.0, 0.1] in analyses/RWR/rwr_es_costs.tif and, [0.0, 0.1] in analyses/RWR/rwr_bd_costs.tif
2017-01-27 14:48:32 [compare_jaccard] [INFO ]  [124/306] Calculating Jaccard index for [0.0, 0.1] in analyses/RWR/rwr_es_costs.tif and, [0.0, 0.1] in analyses/zonation/priocomp/14_abf_bd_cst/14_abf_bd_cst_out/14_abf_bd_cst.rank.compressed.tif
2017-01-27 14:48:34 [compare_jaccard] [INFO ]  [125/306] Calculating Jaccard index for [0.0, 0.1] in analyses/RWR/rwr_es_costs.tif and, [0.0, 0.1] in analyses/ILP/ilp_bd_costs.tif
2017-01-27 14:48:37 [compare_jaccard] [INFO ]  [126/306] Calculating Jaccard index for [0.0, 0.1] in analyses/zonation/priocomp/10_abf_es_cst/10_abf_es_cst_out/10_abf_es_cst.rank.compressed.tif and, [0.0, 0.1] in analyses/ILP/ilp_es_costs.tif
2017-01-27 14:48:38 [compare_jaccard] [INFO ]  [127/306] Calculating Jaccard index for [0.0, 0.1] in analyses/zonation/priocomp/10_abf_es_cst/10_abf_es_cst_out/10_abf_es_cst.rank.compressed.tif and, [0.0, 0.1] in analyses/RWR/rwr_bd.tif
2017-01-27 14:48:40 [compare_jaccard] [INFO ]  [128/306] Calculating Jaccard index for [0.0, 0.1] in analyses/zonation/priocomp/10_abf_es_cst/10_abf_es_cst_out/10_abf_es_cst.rank.compressed.tif and, [0.0, 0.1] in analyses/zonation/priocomp/12_abf_bd/12_abf_bd_out/12_abf_bd.rank.compressed.tif
2017-01-27 14:48:42 [compare_jaccard] [INFO ]  [129/306] Calculating Jaccard index for [0.0, 0.1] in analyses/zonation/priocomp/10_abf_es_cst/10_abf_es_cst_out/10_abf_es_cst.rank.compressed.tif and, [0.0, 0.1] in analyses/ILP/ilp_bd.tif
2017-01-27 14:48:44 [compare_jaccard] [INFO ]  [130/306] Calculating Jaccard index for [0.0, 0.1] in analyses/zonation/priocomp/10_abf_es_cst/10_abf_es_cst_out/10_abf_es_cst.rank.compressed.tif and, [0.0, 0.1] in analyses/RWR/rwr_bd_costs.tif
2017-01-27 14:48:45 [compare_jaccard] [INFO ]  [131/306] Calculating Jaccard index for [0.0, 0.1] in analyses/zonation/priocomp/10_abf_es_cst/10_abf_es_cst_out/10_abf_es_cst.rank.compressed.tif and, [0.0, 0.1] in analyses/zonation/priocomp/14_abf_bd_cst/14_abf_bd_cst_out/14_abf_bd_cst.rank.compressed.tif
2017-01-27 14:48:47 [compare_jaccard] [INFO ]  [132/306] Calculating Jaccard index for [0.0, 0.1] in analyses/zonation/priocomp/10_abf_es_cst/10_abf_es_cst_out/10_abf_es_cst.rank.compressed.tif and, [0.0, 0.1] in analyses/ILP/ilp_bd_costs.tif
2017-01-27 14:48:50 [compare_jaccard] [INFO ]  [133/306] Calculating Jaccard index for [0.0, 0.1] in analyses/ILP/ilp_es_costs.tif and, [0.0, 0.1] in analyses/RWR/rwr_bd.tif
2017-01-27 14:48:52 [compare_jaccard] [INFO ]  [134/306] Calculating Jaccard index for [0.0, 0.1] in analyses/ILP/ilp_es_costs.tif and, [0.0, 0.1] in analyses/zonation/priocomp/12_abf_bd/12_abf_bd_out/12_abf_bd.rank.compressed.tif
2017-01-27 14:48:54 [compare_jaccard] [INFO ]  [135/306] Calculating Jaccard index for [0.0, 0.1] in analyses/ILP/ilp_es_costs.tif and, [0.0, 0.1] in analyses/ILP/ilp_bd.tif
2017-01-27 14:48:56 [compare_jaccard] [INFO ]  [136/306] Calculating Jaccard index for [0.0, 0.1] in analyses/ILP/ilp_es_costs.tif and, [0.0, 0.1] in analyses/RWR/rwr_bd_costs.tif
2017-01-27 14:48:58 [compare_jaccard] [INFO ]  [137/306] Calculating Jaccard index for [0.0, 0.1] in analyses/ILP/ilp_es_costs.tif and, [0.0, 0.1] in analyses/zonation/priocomp/14_abf_bd_cst/14_abf_bd_cst_out/14_abf_bd_cst.rank.compressed.tif
2017-01-27 14:48:59 [compare_jaccard] [INFO ]  [138/306] Calculating Jaccard index for [0.0, 0.1] in analyses/ILP/ilp_es_costs.tif and, [0.0, 0.1] in analyses/ILP/ilp_bd_costs.tif
2017-01-27 14:49:03 [compare_jaccard] [INFO ]  [139/306] Calculating Jaccard index for [0.0, 0.1] in analyses/RWR/rwr_bd.tif and, [0.0, 0.1] in analyses/zonation/priocomp/12_abf_bd/12_abf_bd_out/12_abf_bd.rank.compressed.tif
2017-01-27 14:49:04 [compare_jaccard] [INFO ]  [140/306] Calculating Jaccard index for [0.0, 0.1] in analyses/RWR/rwr_bd.tif and, [0.0, 0.1] in analyses/ILP/ilp_bd.tif
2017-01-27 14:49:06 [compare_jaccard] [INFO ]  [141/306] Calculating Jaccard index for [0.0, 0.1] in analyses/RWR/rwr_bd.tif and, [0.0, 0.1] in analyses/RWR/rwr_bd_costs.tif
2017-01-27 14:49:08 [compare_jaccard] [INFO ]  [142/306] Calculating Jaccard index for [0.0, 0.1] in analyses/RWR/rwr_bd.tif and, [0.0, 0.1] in analyses/zonation/priocomp/14_abf_bd_cst/14_abf_bd_cst_out/14_abf_bd_cst.rank.compressed.tif
2017-01-27 14:49:10 [compare_jaccard] [INFO ]  [143/306] Calculating Jaccard index for [0.0, 0.1] in analyses/RWR/rwr_bd.tif and, [0.0, 0.1] in analyses/ILP/ilp_bd_costs.tif
2017-01-27 14:49:13 [compare_jaccard] [INFO ]  [144/306] Calculating Jaccard index for [0.0, 0.1] in analyses/zonation/priocomp/12_abf_bd/12_abf_bd_out/12_abf_bd.rank.compressed.tif and, [0.0, 0.1] in analyses/ILP/ilp_bd.tif
2017-01-27 14:49:15 [compare_jaccard] [INFO ]  [145/306] Calculating Jaccard index for [0.0, 0.1] in analyses/zonation/priocomp/12_abf_bd/12_abf_bd_out/12_abf_bd.rank.compressed.tif and, [0.0, 0.1] in analyses/RWR/rwr_bd_costs.tif
2017-01-27 14:49:17 [compare_jaccard] [INFO ]  [146/306] Calculating Jaccard index for [0.0, 0.1] in analyses/zonation/priocomp/12_abf_bd/12_abf_bd_out/12_abf_bd.rank.compressed.tif and, [0.0, 0.1] in analyses/zonation/priocomp/14_abf_bd_cst/14_abf_bd_cst_out/14_abf_bd_cst.rank.compressed.tif
2017-01-27 14:49:18 [compare_jaccard] [INFO ]  [147/306] Calculating Jaccard index for [0.0, 0.1] in analyses/zonation/priocomp/12_abf_bd/12_abf_bd_out/12_abf_bd.rank.compressed.tif and, [0.0, 0.1] in analyses/ILP/ilp_bd_costs.tif
2017-01-27 14:49:21 [compare_jaccard] [INFO ]  [148/306] Calculating Jaccard index for [0.0, 0.1] in analyses/ILP/ilp_bd.tif and, [0.0, 0.1] in analyses/RWR/rwr_bd_costs.tif
2017-01-27 14:49:23 [compare_jaccard] [INFO ]  [149/306] Calculating Jaccard index for [0.0, 0.1] in analyses/ILP/ilp_bd.tif and, [0.0, 0.1] in analyses/zonation/priocomp/14_abf_bd_cst/14_abf_bd_cst_out/14_abf_bd_cst.rank.compressed.tif
2017-01-27 14:49:25 [compare_jaccard] [INFO ]  [150/306] Calculating Jaccard index for [0.0, 0.1] in analyses/ILP/ilp_bd.tif and, [0.0, 0.1] in analyses/ILP/ilp_bd_costs.tif
2017-01-27 14:49:28 [compare_jaccard] [INFO ]  [151/306] Calculating Jaccard index for [0.0, 0.1] in analyses/RWR/rwr_bd_costs.tif and, [0.0, 0.1] in analyses/zonation/priocomp/14_abf_bd_cst/14_abf_bd_cst_out/14_abf_bd_cst.rank.compressed.tif
2017-01-27 14:49:30 [compare_jaccard] [INFO ]  [152/306] Calculating Jaccard index for [0.0, 0.1] in analyses/RWR/rwr_bd_costs.tif and, [0.0, 0.1] in analyses/ILP/ilp_bd_costs.tif
2017-01-27 14:49:34 [compare_jaccard] [INFO ]  [153/306] Calculating Jaccard index for [0.0, 0.1] in analyses/zonation/priocomp/14_abf_bd_cst/14_abf_bd_cst_out/14_abf_bd_cst.rank.compressed.tif and, [0.0, 0.1] in analyses/ILP/ilp_bd_costs.tif
2017-01-27 14:49:39 [compare_jaccard] [INFO ]  [154/306] Calculating Jaccard index for [0.9, 1.0] in analyses/RWR/rwr_all_weights.tif and, [0.9, 1.0] in analyses/zonation/priocomp/04_abf_all_wgt/04_abf_all_wgt_out/04_abf_all_wgt.rank.compressed.tif
2017-01-27 14:49:41 [compare_jaccard] [INFO ]  [155/306] Calculating Jaccard index for [0.9, 1.0] in analyses/RWR/rwr_all_weights.tif and, [0.9, 1.0] in analyses/ILP/ilp_all_weights.tif
2017-01-27 14:49:43 [compare_jaccard] [INFO ]  [156/306] Calculating Jaccard index for [0.9, 1.0] in analyses/RWR/rwr_all_weights.tif and, [0.9, 1.0] in analyses/RWR/rwr_all_weights_costs.tif
2017-01-27 14:49:45 [compare_jaccard] [INFO ]  [157/306] Calculating Jaccard index for [0.9, 1.0] in analyses/RWR/rwr_all_weights.tif and, [0.9, 1.0] in analyses/zonation/priocomp/06_abf_all_wgt_cst/06_abf_all_wgt_cst_out/06_abf_all_wgt_cst.rank.compressed.tif
2017-01-27 14:49:47 [compare_jaccard] [INFO ]  [158/306] Calculating Jaccard index for [0.9, 1.0] in analyses/RWR/rwr_all_weights.tif and, [0.9, 1.0] in analyses/ILP/ilp_all_weights_costs.tif
2017-01-27 14:49:48 [compare_jaccard] [INFO ]  [159/306] Calculating Jaccard index for [0.9, 1.0] in analyses/RWR/rwr_all_weights.tif and, [0.9, 1.0] in analyses/RWR/rwr_es.tif
2017-01-27 14:49:50 [compare_jaccard] [INFO ]  [160/306] Calculating Jaccard index for [0.9, 1.0] in analyses/RWR/rwr_all_weights.tif and, [0.9, 1.0] in analyses/zonation/priocomp/08_abf_es/08_abf_es_out/08_abf_es.rank.compressed.tif
2017-01-27 14:49:52 [compare_jaccard] [INFO ]  [161/306] Calculating Jaccard index for [0.9, 1.0] in analyses/RWR/rwr_all_weights.tif and, [0.9, 1.0] in analyses/ILP/ilp_es.tif
2017-01-27 14:49:55 [compare_jaccard] [INFO ]  [162/306] Calculating Jaccard index for [0.9, 1.0] in analyses/RWR/rwr_all_weights.tif and, [0.9, 1.0] in analyses/RWR/rwr_es_costs.tif
2017-01-27 14:49:57 [compare_jaccard] [INFO ]  [163/306] Calculating Jaccard index for [0.9, 1.0] in analyses/RWR/rwr_all_weights.tif and, [0.9, 1.0] in analyses/zonation/priocomp/10_abf_es_cst/10_abf_es_cst_out/10_abf_es_cst.rank.compressed.tif
2017-01-27 14:49:59 [compare_jaccard] [INFO ]  [164/306] Calculating Jaccard index for [0.9, 1.0] in analyses/RWR/rwr_all_weights.tif and, [0.9, 1.0] in analyses/ILP/ilp_es_costs.tif
2017-01-27 14:50:01 [compare_jaccard] [INFO ]  [165/306] Calculating Jaccard index for [0.9, 1.0] in analyses/RWR/rwr_all_weights.tif and, [0.9, 1.0] in analyses/RWR/rwr_bd.tif
2017-01-27 14:50:02 [compare_jaccard] [INFO ]  [166/306] Calculating Jaccard index for [0.9, 1.0] in analyses/RWR/rwr_all_weights.tif and, [0.9, 1.0] in analyses/zonation/priocomp/12_abf_bd/12_abf_bd_out/12_abf_bd.rank.compressed.tif
2017-01-27 14:50:05 [compare_jaccard] [INFO ]  [167/306] Calculating Jaccard index for [0.9, 1.0] in analyses/RWR/rwr_all_weights.tif and, [0.9, 1.0] in analyses/ILP/ilp_bd.tif
2017-01-27 14:50:07 [compare_jaccard] [INFO ]  [168/306] Calculating Jaccard index for [0.9, 1.0] in analyses/RWR/rwr_all_weights.tif and, [0.9, 1.0] in analyses/RWR/rwr_bd_costs.tif
2017-01-27 14:50:09 [compare_jaccard] [INFO ]  [169/306] Calculating Jaccard index for [0.9, 1.0] in analyses/RWR/rwr_all_weights.tif and, [0.9, 1.0] in analyses/zonation/priocomp/14_abf_bd_cst/14_abf_bd_cst_out/14_abf_bd_cst.rank.compressed.tif
2017-01-27 14:50:10 [compare_jaccard] [INFO ]  [170/306] Calculating Jaccard index for [0.9, 1.0] in analyses/RWR/rwr_all_weights.tif and, [0.9, 1.0] in analyses/ILP/ilp_bd_costs.tif
2017-01-27 14:50:13 [compare_jaccard] [INFO ]  [171/306] Calculating Jaccard index for [0.9, 1.0] in analyses/zonation/priocomp/04_abf_all_wgt/04_abf_all_wgt_out/04_abf_all_wgt.rank.compressed.tif and, [0.9, 1.0] in analyses/ILP/ilp_all_weights.tif
2017-01-27 14:50:15 [compare_jaccard] [INFO ]  [172/306] Calculating Jaccard index for [0.9, 1.0] in analyses/zonation/priocomp/04_abf_all_wgt/04_abf_all_wgt_out/04_abf_all_wgt.rank.compressed.tif and, [0.9, 1.0] in analyses/RWR/rwr_all_weights_costs.tif
2017-01-27 14:50:17 [compare_jaccard] [INFO ]  [173/306] Calculating Jaccard index for [0.9, 1.0] in analyses/zonation/priocomp/04_abf_all_wgt/04_abf_all_wgt_out/04_abf_all_wgt.rank.compressed.tif and, [0.9, 1.0] in analyses/zonation/priocomp/06_abf_all_wgt_cst/06_abf_all_wgt_cst_out/06_abf_all_wgt_cst.rank.compressed.tif
2017-01-27 14:50:19 [compare_jaccard] [INFO ]  [174/306] Calculating Jaccard index for [0.9, 1.0] in analyses/zonation/priocomp/04_abf_all_wgt/04_abf_all_wgt_out/04_abf_all_wgt.rank.compressed.tif and, [0.9, 1.0] in analyses/ILP/ilp_all_weights_costs.tif
2017-01-27 14:50:21 [compare_jaccard] [INFO ]  [175/306] Calculating Jaccard index for [0.9, 1.0] in analyses/zonation/priocomp/04_abf_all_wgt/04_abf_all_wgt_out/04_abf_all_wgt.rank.compressed.tif and, [0.9, 1.0] in analyses/RWR/rwr_es.tif
2017-01-27 14:50:23 [compare_jaccard] [INFO ]  [176/306] Calculating Jaccard index for [0.9, 1.0] in analyses/zonation/priocomp/04_abf_all_wgt/04_abf_all_wgt_out/04_abf_all_wgt.rank.compressed.tif and, [0.9, 1.0] in analyses/zonation/priocomp/08_abf_es/08_abf_es_out/08_abf_es.rank.compressed.tif
2017-01-27 14:50:24 [compare_jaccard] [INFO ]  [177/306] Calculating Jaccard index for [0.9, 1.0] in analyses/zonation/priocomp/04_abf_all_wgt/04_abf_all_wgt_out/04_abf_all_wgt.rank.compressed.tif and, [0.9, 1.0] in analyses/ILP/ilp_es.tif
2017-01-27 14:50:26 [compare_jaccard] [INFO ]  [178/306] Calculating Jaccard index for [0.9, 1.0] in analyses/zonation/priocomp/04_abf_all_wgt/04_abf_all_wgt_out/04_abf_all_wgt.rank.compressed.tif and, [0.9, 1.0] in analyses/RWR/rwr_es_costs.tif
2017-01-27 14:50:28 [compare_jaccard] [INFO ]  [179/306] Calculating Jaccard index for [0.9, 1.0] in analyses/zonation/priocomp/04_abf_all_wgt/04_abf_all_wgt_out/04_abf_all_wgt.rank.compressed.tif and, [0.9, 1.0] in analyses/zonation/priocomp/10_abf_es_cst/10_abf_es_cst_out/10_abf_es_cst.rank.compressed.tif
2017-01-27 14:50:29 [compare_jaccard] [INFO ]  [180/306] Calculating Jaccard index for [0.9, 1.0] in analyses/zonation/priocomp/04_abf_all_wgt/04_abf_all_wgt_out/04_abf_all_wgt.rank.compressed.tif and, [0.9, 1.0] in analyses/ILP/ilp_es_costs.tif
2017-01-27 14:50:32 [compare_jaccard] [INFO ]  [181/306] Calculating Jaccard index for [0.9, 1.0] in analyses/zonation/priocomp/04_abf_all_wgt/04_abf_all_wgt_out/04_abf_all_wgt.rank.compressed.tif and, [0.9, 1.0] in analyses/RWR/rwr_bd.tif
2017-01-27 14:50:33 [compare_jaccard] [INFO ]  [182/306] Calculating Jaccard index for [0.9, 1.0] in analyses/zonation/priocomp/04_abf_all_wgt/04_abf_all_wgt_out/04_abf_all_wgt.rank.compressed.tif and, [0.9, 1.0] in analyses/zonation/priocomp/12_abf_bd/12_abf_bd_out/12_abf_bd.rank.compressed.tif
2017-01-27 14:50:35 [compare_jaccard] [INFO ]  [183/306] Calculating Jaccard index for [0.9, 1.0] in analyses/zonation/priocomp/04_abf_all_wgt/04_abf_all_wgt_out/04_abf_all_wgt.rank.compressed.tif and, [0.9, 1.0] in analyses/ILP/ilp_bd.tif
2017-01-27 14:50:37 [compare_jaccard] [INFO ]  [184/306] Calculating Jaccard index for [0.9, 1.0] in analyses/zonation/priocomp/04_abf_all_wgt/04_abf_all_wgt_out/04_abf_all_wgt.rank.compressed.tif and, [0.9, 1.0] in analyses/RWR/rwr_bd_costs.tif
2017-01-27 14:50:39 [compare_jaccard] [INFO ]  [185/306] Calculating Jaccard index for [0.9, 1.0] in analyses/zonation/priocomp/04_abf_all_wgt/04_abf_all_wgt_out/04_abf_all_wgt.rank.compressed.tif and, [0.9, 1.0] in analyses/zonation/priocomp/14_abf_bd_cst/14_abf_bd_cst_out/14_abf_bd_cst.rank.compressed.tif
2017-01-27 14:50:41 [compare_jaccard] [INFO ]  [186/306] Calculating Jaccard index for [0.9, 1.0] in analyses/zonation/priocomp/04_abf_all_wgt/04_abf_all_wgt_out/04_abf_all_wgt.rank.compressed.tif and, [0.9, 1.0] in analyses/ILP/ilp_bd_costs.tif
2017-01-27 14:50:44 [compare_jaccard] [INFO ]  [187/306] Calculating Jaccard index for [0.9, 1.0] in analyses/ILP/ilp_all_weights.tif and, [0.9, 1.0] in analyses/RWR/rwr_all_weights_costs.tif
2017-01-27 14:50:46 [compare_jaccard] [INFO ]  [188/306] Calculating Jaccard index for [0.9, 1.0] in analyses/ILP/ilp_all_weights.tif and, [0.9, 1.0] in analyses/zonation/priocomp/06_abf_all_wgt_cst/06_abf_all_wgt_cst_out/06_abf_all_wgt_cst.rank.compressed.tif
2017-01-27 14:50:48 [compare_jaccard] [INFO ]  [189/306] Calculating Jaccard index for [0.9, 1.0] in analyses/ILP/ilp_all_weights.tif and, [0.9, 1.0] in analyses/ILP/ilp_all_weights_costs.tif
2017-01-27 14:50:51 [compare_jaccard] [INFO ]  [190/306] Calculating Jaccard index for [0.9, 1.0] in analyses/ILP/ilp_all_weights.tif and, [0.9, 1.0] in analyses/RWR/rwr_es.tif
2017-01-27 14:50:53 [compare_jaccard] [INFO ]  [191/306] Calculating Jaccard index for [0.9, 1.0] in analyses/ILP/ilp_all_weights.tif and, [0.9, 1.0] in analyses/zonation/priocomp/08_abf_es/08_abf_es_out/08_abf_es.rank.compressed.tif
2017-01-27 14:50:55 [compare_jaccard] [INFO ]  [192/306] Calculating Jaccard index for [0.9, 1.0] in analyses/ILP/ilp_all_weights.tif and, [0.9, 1.0] in analyses/ILP/ilp_es.tif
2017-01-27 14:50:57 [compare_jaccard] [INFO ]  [193/306] Calculating Jaccard index for [0.9, 1.0] in analyses/ILP/ilp_all_weights.tif and, [0.9, 1.0] in analyses/RWR/rwr_es_costs.tif
2017-01-27 14:51:00 [compare_jaccard] [INFO ]  [194/306] Calculating Jaccard index for [0.9, 1.0] in analyses/ILP/ilp_all_weights.tif and, [0.9, 1.0] in analyses/zonation/priocomp/10_abf_es_cst/10_abf_es_cst_out/10_abf_es_cst.rank.compressed.tif
2017-01-27 14:51:02 [compare_jaccard] [INFO ]  [195/306] Calculating Jaccard index for [0.9, 1.0] in analyses/ILP/ilp_all_weights.tif and, [0.9, 1.0] in analyses/ILP/ilp_es_costs.tif
2017-01-27 14:51:04 [compare_jaccard] [INFO ]  [196/306] Calculating Jaccard index for [0.9, 1.0] in analyses/ILP/ilp_all_weights.tif and, [0.9, 1.0] in analyses/RWR/rwr_bd.tif
2017-01-27 14:51:06 [compare_jaccard] [INFO ]  [197/306] Calculating Jaccard index for [0.9, 1.0] in analyses/ILP/ilp_all_weights.tif and, [0.9, 1.0] in analyses/zonation/priocomp/12_abf_bd/12_abf_bd_out/12_abf_bd.rank.compressed.tif
2017-01-27 14:51:08 [compare_jaccard] [INFO ]  [198/306] Calculating Jaccard index for [0.9, 1.0] in analyses/ILP/ilp_all_weights.tif and, [0.9, 1.0] in analyses/ILP/ilp_bd.tif
2017-01-27 14:51:10 [compare_jaccard] [INFO ]  [199/306] Calculating Jaccard index for [0.9, 1.0] in analyses/ILP/ilp_all_weights.tif and, [0.9, 1.0] in analyses/RWR/rwr_bd_costs.tif
2017-01-27 14:51:12 [compare_jaccard] [INFO ]  [200/306] Calculating Jaccard index for [0.9, 1.0] in analyses/ILP/ilp_all_weights.tif and, [0.9, 1.0] in analyses/zonation/priocomp/14_abf_bd_cst/14_abf_bd_cst_out/14_abf_bd_cst.rank.compressed.tif
2017-01-27 14:51:14 [compare_jaccard] [INFO ]  [201/306] Calculating Jaccard index for [0.9, 1.0] in analyses/ILP/ilp_all_weights.tif and, [0.9, 1.0] in analyses/ILP/ilp_bd_costs.tif
2017-01-27 14:51:18 [compare_jaccard] [INFO ]  [202/306] Calculating Jaccard index for [0.9, 1.0] in analyses/RWR/rwr_all_weights_costs.tif and, [0.9, 1.0] in analyses/zonation/priocomp/06_abf_all_wgt_cst/06_abf_all_wgt_cst_out/06_abf_all_wgt_cst.rank.compressed.tif
2017-01-27 14:51:19 [compare_jaccard] [INFO ]  [203/306] Calculating Jaccard index for [0.9, 1.0] in analyses/RWR/rwr_all_weights_costs.tif and, [0.9, 1.0] in analyses/ILP/ilp_all_weights_costs.tif
2017-01-27 14:51:21 [compare_jaccard] [INFO ]  [204/306] Calculating Jaccard index for [0.9, 1.0] in analyses/RWR/rwr_all_weights_costs.tif and, [0.9, 1.0] in analyses/RWR/rwr_es.tif
2017-01-27 14:51:23 [compare_jaccard] [INFO ]  [205/306] Calculating Jaccard index for [0.9, 1.0] in analyses/RWR/rwr_all_weights_costs.tif and, [0.9, 1.0] in analyses/zonation/priocomp/08_abf_es/08_abf_es_out/08_abf_es.rank.compressed.tif
2017-01-27 14:51:25 [compare_jaccard] [INFO ]  [206/306] Calculating Jaccard index for [0.9, 1.0] in analyses/RWR/rwr_all_weights_costs.tif and, [0.9, 1.0] in analyses/ILP/ilp_es.tif
2017-01-27 14:51:28 [compare_jaccard] [INFO ]  [207/306] Calculating Jaccard index for [0.9, 1.0] in analyses/RWR/rwr_all_weights_costs.tif and, [0.9, 1.0] in analyses/RWR/rwr_es_costs.tif
2017-01-27 14:51:30 [compare_jaccard] [INFO ]  [208/306] Calculating Jaccard index for [0.9, 1.0] in analyses/RWR/rwr_all_weights_costs.tif and, [0.9, 1.0] in analyses/zonation/priocomp/10_abf_es_cst/10_abf_es_cst_out/10_abf_es_cst.rank.compressed.tif
